"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ILMN_1705114",-0.135262268057426,8.83583256950802,-1.21496046099472,0.227180193645345,0.999332053946124,-4.55464244993408
"ILMN_1655987",0.127412848767053,5.43015682963437,1.21405654805185,0.227523659465187,0.999332053946124,-4.55506069073049
"ILMN_1729170",-0.171068360852602,6.47111350402925,-1.21366046313877,0.227674280767892,0.999332053946124,-4.55524386576695
"ILMN_3240222",0.127378730704536,7.81710953729566,1.21279092672579,0.228005196847477,0.999332053946124,-4.55564579509415
"ILMN_2147517",-0.155847399037483,6.64978537505115,-1.21183885637156,0.228367921173215,0.999332053946124,-4.5560855591907
"ILMN_1669447",0.143978660456779,6.89727705592688,1.21138727528777,0.228540112435699,0.999332053946124,-4.55629403059978
"ILMN_1785202",0.131321552455221,8.11034969403885,1.21114560494667,0.228632301682623,0.999332053946124,-4.55640556672198
"ILMN_2112524",-0.1320866938795,7.70912524681652,-1.21107074970097,0.228660861933974,0.999332053946124,-4.55644010973969
"ILMN_1805807",-0.243141383146253,5.84039620381165,-1.2092121397678,0.229370822232392,0.999332053946124,-4.55729713838443
"ILMN_2086222",-0.124283509493806,4.96977369791561,-1.20910952834363,0.229410064523176,0.999332053946124,-4.55734441722445
"ILMN_2395451",-0.127366281910816,6.87683880131206,-1.20885408960549,0.229507774516335,0.999332053946124,-4.55746209555126
"ILMN_1767642",-0.126461051193003,6.28848401707417,-1.20799109878665,0.229838106518016,0.999332053946124,-4.55785949213322
"ILMN_2091100",-0.127233635299186,4.71518741051622,-1.20779387697481,0.229913646403719,0.999332053946124,-4.55795027230878
"ILMN_2229649",-0.123889717845127,4.75601207775025,-1.2077582430168,0.229927296830988,0.999332053946124,-4.55796667292553
"ILMN_1721563",0.129133544286038,5.84629138748778,1.20736993874645,0.230076083846443,0.999332053946124,-4.55814536098152
"ILMN_1745583",-0.143094760135076,5.11055997660911,-1.20735625086894,0.230081329914376,0.999332053946124,-4.5581516588047
